ID,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
5118646,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C,C
5118647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
5118648,0,0,0,1,2,2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5118649,X,X,X,X,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5118650,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0
5125120,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,
5125121,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0
5125122,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C
5125123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0
5125124,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C
5125125,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125126,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125127,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125129,,,,,,,,X,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5125130,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0
5125133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C
5125134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C
5125136,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5125137,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5125141,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125143,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125145,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C
5125147,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5125148,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125154,,,,,,,,,,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5125156,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125157,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,
5125158,,,,,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125159,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C,C
5125160,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5125161,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,1,0,0
5125162,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125163,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125164,0,X,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,
5125165,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125166,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,
5125170,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125172,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0
5125173,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,
5125174,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0
5125175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5125176,,,,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,
5125177,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5125178,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,
5125179,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
5125181,,X,0,0,X,0,X,0,X,0,X,0,0,X,X,0,0,X,0,X,0,0,0,X,0,X,0,X,0,0,0
5125182,,X,0,0,X,0,X,0,X,0,X,0,0,X,X,0,0,X,0,X,0,0,0,X,0,X,0,X,0,0,0
5125184,,,,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C
5125185,,,,,,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,,,,,,,,
5125186,,,,,,,,,,,,,,,,X,X,0,0,0,X,,,,,,,,,,
5125187,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,0
5125188,,,,,,,,,,,,,,,,X,X,0,0,0,X,,,,,,,,,,
5125190,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125191,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C
5125192,,,,,,,,,,,X,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125193,,,,,,,,,,,,,,,,X,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C
5125194,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5125196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5125198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,
5125200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5125202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5125203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5125205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5125206,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,
5125209,,,,,,,0,X,0,0,0,0,X,0,0,X,0,X,0,0,X,X,X,0,X,X,0,0,X,X,X
5125210,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5125212,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125214,,X,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,
5125215,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,C,C,C,C,C,C,C
5125216,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5125217,,,,,,,,,,,,,X,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5125218,,,,,,,,,,,X,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5125219,,,,,,,,,X,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125220,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125221,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,
5125222,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,
5125223,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5125224,,,,,,,,,,,,,,,,0,0,0,0,0,0,X,,,,,,,,,
5125225,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125226,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,
5125229,,,,,,,,,,,,0,0,0,0,0,0,0,X,,,,,,,,,,,,
5125230,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5125231,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C
5125232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125233,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C
5125234,,,,,,,,,,,,,,,,0,0,0,X,0,,,,,,,,,,,
5125235,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125236,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125238,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0
5125239,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0
5125240,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C
5125242,,,,,,,,,,,,,,,,,,,X,0,X,0,X,0,X,0,0,0,0,0,0
5125243,,,,,,,,,,,,,,,,,,,X,0,X,0,X,0,X,0,0,0,0,0,0
5125244,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,
5125245,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125246,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125247,X,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,
5125248,,,,,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5125249,,,,,,,,,,,,,X,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125250,,,,,,,,,,,,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125251,,,,,,,,,,,,,,,,0,0,0,X,,,,,,,,,,,,
5125252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5125253,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5125254,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
5125255,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,
5125256,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125257,,,,,,,,,,,,,X,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,X,,
5125258,,,,,,,,,,,,,,,X,X,0,0,X,0,X,0,X,0,X,X,X,0,X,0,X
5125259,,,,,,,,,,,,,,,X,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,X
5125260,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
5125261,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,
5125262,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125265,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5125266,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5125267,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0
5125268,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5125269,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125270,,,,,,,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125271,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125272,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,0,0,0,X
5125273,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,C,C,C
5125274,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5125275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125277,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
5125280,X,X,X,X,X,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
5125281,,,,,,,,,,,,,,,,,0,X,X,X,X,X,X,X,X,0,0,0,0,0,0
5125282,X,X,X,X,X,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
5125286,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,
5125288,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,
5125289,0,0,0,2,3,4,5,5,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125290,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125293,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,
5125294,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125295,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0
5125296,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,X,0,0,0,0,0
5125297,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5125299,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C,,
5125300,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,C,C,C,C,C,C
5125301,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5125303,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125304,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125305,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,C,C,C,C,C,C,C,C,C
5125306,,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
5125307,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,X
5125308,,,,,,,,,,,,,,,,,,,,,X,0,X,0,0,X,X,X,X,0,X
5125309,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5125310,X,X,0,0,0,X,0,X,0,X,0,X,1,0,X,X,0,0,X,0,X,0,0,0,X,0,X,0,X,0,0
5125312,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C
5125313,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1
5125314,,,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5125318,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,
5125319,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,
5125321,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,
5125322,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125323,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125324,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125325,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C
5125326,,,,,,,,,,,,,,,,,,,,,,,,,0,0,C,C,C,C,C
5125327,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,1,0,0,0
5125328,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,
5125330,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,0,0,X,X
5125331,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C
5125332,X,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5125333,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0
5125335,0,0,1,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125336,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X
5125337,,,,,,,0,0,X,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,
5125338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,
5125339,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,
5125340,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,1,1
5125341,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,0,0,C,C,C,C,C,C
5125342,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,
5125344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C
5125346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0
5125347,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
5125348,,,,,,,,,,,,,,,,,,,0,C,C,C,C,C,C,C,C,C,C,C,C
5125350,0,X,0,X,X,0,0,0,X,0,0,X,X,0,0,0,0,0,X,0,X,X,X,,,,,,,,
5125351,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C,C,C,C,,,,,,,,,,
5125352,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125353,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C,C,C,C,
5125356,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
5125357,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
5125359,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,
5125363,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
5125364,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
5125372,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125373,,,,,,,,,,,,,,,,,,,,,0,0,X,0,0,X,0,X,0,0,X
5125374,,,,,,,,,,,,,,,0,0,0,0,0,0,1,C,C,C,C,C,C,C,C,C,C
5125375,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X
5125376,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,X,0,0
5125379,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125384,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125385,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,C
5125386,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125387,,,,,,,,,,,,,,,,,,,,,,X,0,0,X,X,X,0,X,0,X
5125388,,,,,,,,,,,,,,X,0,0,X,X,X,0,X,0,X,0,X,0,0,X,0,X,X
5125390,,,,,,,,,,,,,,0,C,C,C,C,C,C,C,C,C,C,,,,,,,
5125391,,,,,,,,,,,,,,,,,,,,,,,X,0,0,X,X,X,0,X,0
5125392,,X,0,0,X,X,X,0,X,0,X,0,X,0,0,X,0,X,X,,,,,,,,,,,,
5125393,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125394,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125395,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5125397,,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125398,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,
5125399,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,1,C,C,C,C
5125400,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,
5125401,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,
5125402,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,
5125403,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,
5125404,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
5125406,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5125407,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5125408,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,
5125409,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,
5125410,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C
5125411,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125414,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125415,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5125416,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125422,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5125425,,,,,,,,X,X,X,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,C
5125427,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,C,C,C,C
5125428,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0
5125429,,X,0,0,X,X,X,0,X,X,X,0,X,X,X,X,X,X,0,X,0,X,0,0,X,X,0,0,0,0,0
5125430,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5125431,,,,,,,,,,,,,X,X,0,0,0,0,0,X,X,0,0,0,X,X,X,0,X,0,0
5125432,,,,,,,,,,,,,,,,,,,,,X,X,0,0,0,0,0,X,X,0,0
5125433,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,X
5125434,,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,,,,,,,,
5125440,,,,,,,,,,,,,,,X,X,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5125441,,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C
5125443,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125444,,,,,,,X,X,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,
5125447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125454,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
5125455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125457,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,,,,,,,,,
5125458,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,
5125459,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,
5125460,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5125461,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5125462,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125463,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
5125464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
5125465,,,,,,,,,,,,,,X,X,0,X,0,X,0,0,0,0,0,X,,,,,,
5125466,,,,,,,,,,,X,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125467,,,,X,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125468,,X,0,0,0,X,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125471,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C
5125474,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5125475,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C
5125476,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
5125477,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,
5125478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,X
5125481,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,C
5125482,,,,,,,,X,X,0,0,X,0,X,0,X,0,0,0,X,X,X,0,X,X,X,0,X,0,X,0
5125483,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125484,X,X,X,0,X,X,X,0,X,0,X,0,1,0,X,0,0,0,X,0,X,0,0,X,0,X,0,0,0,X,X
5125485,,,,,,,,,,,,,,,,,,,X,X,0,0,X,0,X,0,X,0,0,0,X
5125486,0,1,0,X,0,0,0,X,0,X,0,0,X,0,X,0,0,0,X,X,X,,,,,,,,,,
5125487,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,X,0
5125490,,,,,,,,,,,,,,,,,,,,,,,,,,0,X,0,X,X,X
5125491,,,,,,,,,,,,,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125495,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5125497,,,,,,,,X,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C
