ID,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
5041522,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5
5041523,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,1,1,1,X,X,
5041524,,,,,,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041525,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,
5041526,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,
5041527,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,
5041528,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
5041531,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
5041532,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041533,,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041534,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C
5041535,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,
5041536,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041537,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,X,,,,,
5041538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,C,C,C,C,C,C,C,C,C,C,C,C
5041539,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0
5041540,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5041541,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,1,C,C,C,C,C,C,C,C,C,C,C
5041542,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041543,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C
5041544,,,,,,,,,,,X,X,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C
5041545,X,X,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041546,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,
5041547,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C
5041549,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5041550,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C
5041553,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041557,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041558,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041559,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041560,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041561,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041562,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041563,0,X,0,X,0,X,0,X,,,,,,,,,,,,,,,,,,,,,,,
5041568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5041570,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041571,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041572,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041573,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041574,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041581,X,X,X,X,X,X,X,X,0,0,0,0,0,0,X,X,X,X,1,X,2,X,C,C,C,C,C,C,C,C,C
5041582,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041583,0,0,0,0,0,0,X,X,X,X,1,X,2,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041602,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041603,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,
5041604,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
5041605,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041606,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041607,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041608,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041609,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,
5041610,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041611,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041616,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041617,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,
5041618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X
5041620,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,
5041621,0,0,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,
5041622,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,
5041623,,,,,,,,,,,,,,,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041624,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041625,,,,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041626,,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
5041627,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X
5041628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,
5041629,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,
5041632,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041633,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041634,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,C,C,C
5041635,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0
5041636,,,,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,
5041637,,,,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C
5041639,,,,,,,,,X,X,0,0,0,0,0,0,0,0,0,0,0,0,X,X,0,0,0,0,0,0,0
5041640,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5041641,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,
5041642,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,
5041643,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041644,,,,,,,,,,,,,,,,,,X,X,0,0,0,X,,,,,,,,
5041646,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,
5041647,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,
5041648,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041649,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5041650,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C
5041653,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041654,,,,,,,,,,,,,,,,,,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041655,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041663,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,
5041664,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041665,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041666,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
5041672,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5041675,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041676,,X,X,X,X,X,X,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041677,,,,,,,,,,,,,,,,,,,0,0,0,0,0,X,,,,,,,
5041678,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,X,,,
5041679,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041680,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041681,,,,,,,0,0,0,0,0,0,0,0,0,0,1,C,,,,,,,,,,,,,
5041682,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041689,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X
5041690,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5041691,X,X,X,0,X,0,X,0,X,0,X,,,,,,,,,,,,,,,,,,,,
5041692,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5041693,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5041695,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,
5041697,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041699,,,,,,,,,,,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041703,,,,,,X,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041704,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5041708,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
5041709,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C
5041712,,,,,,,X,0,X,X,0,0,0,1,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041713,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041714,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041715,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,C,C,C
5041716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X
5041717,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041718,,,,,,,,,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041719,,,,,,,,,,,,0,0,1,1,0,0,C,C,C,C,C,C,,,,,,,,
5041720,,,,0,0,1,1,0,0,C,C,C,C,C,C,,,,,,,,,,,,,,,,
5041721,,,,,,,,,,,,0,0,1,1,0,0,C,C,C,C,C,C,,,,,,,,
5041722,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,
5041723,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041724,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C
5041725,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X
5041726,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C,C,C,C,C,C,C,C,C,C
5041728,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,C,C,C,C,C,C,C,C,C,C,C
5041729,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,,
5041733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5041734,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,
5041735,,,,,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,
5041736,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C,C,C,C
5041737,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C,C,C,C
5041738,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041739,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041740,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041741,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C,C,C,C,C,C,C,C
5041742,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C
5041750,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X
5041753,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,
5041754,,0,0,0,0,0,0,0,0,0,0,X,0,0,0,X,,,,,,,,,,,,,,,
5041755,,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041757,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041758,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041759,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041760,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,
5041761,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041762,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,X,0,0,0
5041764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5041766,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0
5041767,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0
5041769,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,X,X
5041770,,,,,0,0,0,0,0,0,0,0,0,X,X,,,,,,,,,,,,,,,,
5041773,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,
5041775,,,,,,,,,,,,,,X,X,X,X,X,X,X,0,C,C,C,C,C,C,C,C,C,C
5041776,,,,,,,,,,,,,,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041777,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5041778,,,,,,,,,,,,,,,,,,,,0,0,C,C,C,C,C,C,C,C,C,C
5041779,,,,,,X,X,X,X,X,X,X,X,0,0,0,,,,,,,,,,,,,,,
5041780,,,,,,,,,,,,,,X,X,X,X,X,X,C,C,C,C,C,C,C,C,C,C,C,C
5041781,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,X,0
5041786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
5041787,,,,,,,,,,,,,,,,,,,X,0,0,0,X,0,X,X,0,X,0,X,X
5041788,,,,,,,,,,,,,,,,,,,0,X,X,X,X,X,X,X,X,X,X,X,
5041789,,,,,,,,,,,,,,,,,,,,X,0,0,0,X,0,X,X,0,X,0,0
5041790,,,,,,,,,,,,,X,0,X,0,0,0,0,0,0,0,0,0,X,X,0,0,0,X,0
5041791,0,0,0,0,0,0,0,0,X,X,0,0,0,X,0,0,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C
5041792,0,0,0,0,0,0,0,0,X,X,0,0,0,X,0,0,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C
5041793,0,0,0,0,0,0,X,X,0,0,0,X,0,0,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C,,
5041794,0,0,0,X,0,0,X,X,0,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,
5041797,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041798,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041799,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C
5041802,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041803,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5041806,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5041807,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,
5041808,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5041809,,,,,,,,,,,,,,,,X,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C
5041810,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C
5041811,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
5041812,,,,,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,0,0,X
5041813,,,,,X,X,0,0,0,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,,,,,,,,
5041815,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041816,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041817,,,,,,,,,,,,,,,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5041825,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041826,,,,,,X,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041827,,,,,,,,,,,,,,,,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041828,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5041830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041831,,,,,,,,,,,,,,,,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041832,,,,,,,,,,,,,,,,X,X,X,X,X,C,C,C,C,C,C,C,C,C,C,C
5041833,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X
5041835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,
5041836,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,
5041837,,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
5041838,,,,,,,,,,X,0,X,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C
5041839,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,C,C,C,C,C,,,,,
5041840,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C
5041842,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041844,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041846,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041848,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041849,,,,,,,,,,,,,,,,,X,0,X,0,0,0,X,0,0,0,X,X,0,0,X
5041851,,,,,,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5041852,,,,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041853,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
5041858,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041859,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,
5041863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
5041864,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041865,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041866,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C,C
5041868,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041869,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0
5041874,,,,,,,,,,,,,,,,,,,,X,0,0,X,0,X,0,X,0,X,0,0
5041875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,0
5041880,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041881,,,,,,,,,,,,,,,,0,0,0,X,,,,,,,,,,,,
5041882,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,X
5041883,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041884,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C
5041886,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
5041894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
5041895,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,
5041896,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
5041899,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
5041902,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5041903,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
5041904,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,X,0,0,X,0,X
5041905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5041906,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,X,0,X,X,0,0
5041907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X
5041908,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,
5041909,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041910,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041911,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5041912,,,,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041913,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,
5041914,,,,0,0,0,0,0,0,1,1,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,,,
5041915,,,,,,,,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5041916,,,,,,,,,,,,,,,,,,,,,0,C,C,C,C,C,C,C,C,C,C
5041917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,X
5041918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,X
5041919,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
